,MUV-548,mol_id,smiles
11727,0.0,CID661945,CCN(CC)CCCn1c(C)cc2c(c1=O)C(c1ccccc1)C(C#N)=C(N)O2
11729,0.0,CID654446,Cc1cccc(C)c1NC(=O)CSc1nnnn1C
11731,0.0,CID646900,CC(C)CCn1nnnc1C(c1ccc(F)cc1)N1CCC(C(N)=O)CC1
11733,0.0,CID3245281,COc1cccc(-n2nnc3c(=O)n(CC(=O)N4CCC(C)CC4)cnc32)c1
11734,0.0,CID3245287,O=C(Cn1ncc2ccsc2c1=O)N1CCC2(CC1)OCCO2
11737,0.0,CID3236500,COc1ccc(OC)c(-c2cc(C(=O)NCCCn3ccnc3)no2)c1
11738,0.0,CID3236508,CC(C)(C)n1ncc2c(=O)n(Cc3c(F)cccc3Cl)cnc21
11739,0.0,CID605552,Cc1nc(NC(CC(C)C)C(=O)O)c2nc(C)oc2n1
11740,0.0,CID800434,O=C(CNC(=O)C1CCCCC1)NC1=NCCS1
11741,0.0,CID2998072,Cc1ccc(-n2nnnc2SC(C)C(N)=O)c(C)c1
11743,0.0,CID2998079,COc1cccc(Nc2nnc(SCC(=O)N3CC(C)OC(C)C3)s2)c1
11744,0.0,CID941856,Cc1cccc(NC(=O)Cn2c(=O)n(C)c3ccccc32)c1
11745,0.0,CID660249,CCOC(=O)CCc1c(C)c(C#N)c2[nH]c3ccccc3n2c1=O
11746,0.0,CID668608,CCOC(=O)c1c(C)[nH]c(C)c1-c1ccccc1OC
11747,0.0,CID662455,Nc1c(N2CCCCC2)c(=O)[nH]c(=O)n1-c1ccccc1
11748,0.0,CID3238336,Cc1ccc(-n2nnc3c(SCC(=O)NCc4ccco4)ncnc32)cc1
11749,0.0,CID866420,Cc1cccc(-n2ncc3c(NC4CCCCC4)ncnc32)c1
11750,0.0,CID3238333,O=C(NCc1ccc(F)cc1)C1CCC(=O)N1C1CCCCC1
11751,0.0,CID1440965,COc1cccc(Nc2ncccc2C(=O)NCc2ccccc2)c1
11752,0.0,CID4344057,CCC(C)NC(=O)c1cnc2n(c1=O)CCS2
11754,0.0,CID648846,COc1ccc(CN(Cc2ccccn2)S(=O)(=O)c2ccc(-n3cnnn3)cc2)cc1
11756,0.0,CID650707,Clc1cccc(-c2nc(-c3ccccn3)no2)c1
11758,0.0,CID658577,Cn1ncc2[nH]cnc(=O)c21
11760,0.0,CID658575,Cn1c(=O)c2c(nc(N3CCOCC3)n2CC(=O)c2ccccc2)n(C)c1=O
11761,0.0,CID645742,Cc1cc(C)nc(N2CCC(C(=O)Nc3ccc4c(c3)OCO4)CC2)n1
11762,0.0,CID645741,c1ccc(-c2nnc(-c3ccco3)n2-c2ccccc2)cc1
11763,0.0,CID3672271,C=CCOC(=O)CC(NC(=O)c1ccccc1)c1ccccc1
11764,0.0,CID5308069,Cn1c(C(=O)N2CCN(c3ccc(F)cc3)CC2)cc2c(=O)n(C)c3ccccc3c21
11765,0.0,CID2193708,CCc1c(C)[nH]n(-c2ccc(Oc3ccccc3)c(S(=O)(=O)O)c2)c1=O
11766,0.0,CID658392,CCOC(=O)Nc1ccc2c(c1)N(C(=O)OC)c1ccccc1CC2
11767,0.0,CID5308065,Cn1c(C(=O)N2CCN(C3CCCCC3)CC2)cc2c(=O)n(C)c3ccccc3c21
11768,0.0,CID1084370,NC(=O)C1CCN(C(=O)C2CCN(S(=O)(=O)c3ccccc3)CC2)CC1
11769,0.0,CID659622,Nc1nnc(CSCc2ccc(F)cc2)s1
11770,0.0,CID659627,O=C1CCC(=O)N1CNc1ccccn1
11773,0.0,CID3245883,COc1ccc(NC(=O)NCc2cccn2C)c(OC)c1
11774,0.0,CID5215535,CCSc1nnc(Cc2cc(=O)[nH]c(=O)[nH]2)n1-c1cccc(C)c1
11778,0.0,CID648033,O=C(Cn1nnc(-c2ccccc2NC(=O)c2ccco2)n1)Nc1ccccc1
11779,0.0,CID665659,Cc1ccccc1Cn1c(=O)c2c(nc3n2CCCN3Cc2ccccc2)n(C)c1=O
11780,0.0,CID665651,Cc1cc(NCCN2CCOCC2)n2ncc(-c3ccccc3)c2n1
11781,0.0,CID665654,CNC(=O)CCc1nc(-c2ccc(C(C)(C)C)cc2)no1
11783,0.0,CID664387,N#Cc1nc(Cc2cccc3ccccc23)oc1N1CCCCC1
11786,0.0,CID664526,CC(C)CC(NC(=O)NCc1ccc(Cl)cc1)C(=O)O
11789,0.0,CID2621339,Cc1cc(-n2c(C)cc(C(=O)CSc3nnnn3-c3ccccc3)c2C)no1
11790,0.0,CID2085773,O=C(NCc1ccco1)c1nn(-c2ccccc2)c(=O)c2ccccc12
11791,0.0,CID647741,CC(=O)Nc1ccc(C(=O)CSc2nnc3scc(-c4ccccc4)n23)cc1
11792,0.0,CID2975882,CCOc1cccc(C(=O)NC2CCCCC2)c1
11793,0.0,CID647744,COc1ccc(Nc2nc(C)c3ccccc3n2)cc1
11794,0.0,CID4888254,COCCN1C(=O)c2oc3ccccc3c(=O)c2C1c1cccc(O)c1
11795,0.0,CID5307969,CC(C)Cc1cc(C(=O)NCCN2CCOCC2)no1
11797,0.0,CID2312128,C=C(C)c1cccc(C(C)(C)NC(=O)Nn2cnnc2)c1
11801,0.0,CID892357,CCOC(=O)c1nn(-c2ccccc2)c(C(=O)OCC)c1N
11802,0.0,CID4917,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1
11804,0.0,CID845247,COc1ccc(NC(=O)COc2nc(N(C)C)nc(N(C)C)n2)cc1
11805,0.0,CID94419,COC(=O)c1cc(Cc2ccc(N)c(C(=O)OC)c2)ccc1N
11806,0.0,CID4754282,CCCn1c(C2CC(=O)N(c3cc(OC)ccc3OC)C2)nc2ccccc21
11807,0.0,CID990860,CN(Cc1nnc(SCC(=O)NCCc2ccccc2)n1C)S(=O)(=O)c1ccccc1
11808,0.0,CID1002206,CC(C)c1nc(N2CCN(C(=O)c3ccccc3)CC2)c(C#N)c2c1COC(C)(C)C2
11809,0.0,CID2977899,O=C(Nc1cc(Cl)ccc1O)C1CCCO1
11810,0.0,CID648351,CCCOC(=O)CCCCC1SCC(NC(=O)OC)C1NC(=O)OC
11811,0.0,CID1251073,NC(=O)c1ccc(-n2nnnc2Oc2ccccc2C(=O)N2CCOCC2)cc1
11812,0.0,CID977561,O=C(CSc1ncn(-c2ccccc2)n1)N1CCc2ccccc21
11814,0.0,CID784242,CCOc1cc(CNc2ccccc2SC)ccc1O
11815,0.0,CID3244274,O=C(Cn1cnc2c(nnn2Cc2ccccc2F)c1=O)NCc1ccco1
11816,0.0,CID3244275,Cc1ccc(C(c2sc3nc(C)nn3c2O)N2CCN(C(=O)c3ccco3)CC2)cc1
11819,0.0,CID2595628,COC(=O)c1ccc(CSc2nc3ccccc3c(=O)n2-c2cccc(OC)c2)o1
11820,0.0,CID976211,c1ccc(-c2ccccc2-c2nc(-c3cccnc3)no2)cc1
11821,0.0,CID658806,c1ccc(-n2nnnc2SCc2cn3ccccc3n2)cc1
11822,0.0,CID946201,COc1ccc(Nc2oc(-c3ccccc3Cl)nc2C#N)cc1
11823,0.0,CID2092851,COc1cc2[nH]c(CN3CC=C(c4ccccc4)CC3)nc(=O)c2cc1OC
11824,0.0,CID2123624,Cc1nnc(NC2=NCCC2)o1
11827,0.0,CID5307253,COc1cccc(NC(=O)C2CCCN(S(=O)(=O)c3cccc4cccnc34)C2)c1
11828,0.0,CID5307256,COC(=O)C1=NC2=NC3=C(C(=O)CCC3)C(c3cccc(Cl)c3)N2N1
11829,0.0,CID5307259,Cn1c(Cn2c(=O)sc3ccccc32)nnc1SCC(=O)NCc1ccccc1Cl
11831,0.0,CID2998130,c1ccc(N2CCN(c3cnccn3)CC2)nc1
11832,0.0,CID2998131,CC(C)Cn1c(O)cc(=O)nc1SCC(=O)NC1CCCc2ccccc21
11833,0.0,CID2481579,C=C(C)CN(CC)C(=O)CSc1nc2ncc(Cl)cc2[nH]1
11834,0.0,CID4456254,Cc1ccc(NC(=O)c2cnc3scc(C)n3c2=O)c(C)c1
11835,0.0,CID1853450,O=c1nc(N2CCc3ccccc32)[nH]c2c1CCCC2
11836,0.0,CID2999881,N#CCC(=O)N1CCn2c1nc1ccccc12
11838,0.0,CID757416,Nc1ncnc(Nc2ccccc2C(F)(F)F)n1
11839,0.0,CID762514,COc1ccc(N2CCN(C(=O)c3ccc4c(c3)OCO4)CC2)cc1
11840,0.0,CID2604189,Cc1occc1-c1nnc(SCc2nnc(-c3ccc(Cl)cc3)o2)n1C
11841,0.0,CID647841,c1ccc(CCNc2ncnc3c2nnn3Cc2ccccc2)cc1
11842,0.0,CID5310592,O=C(CSc1ccc2nnc(-c3ccc(F)cc3)n2n1)N1CCOCC1
11843,0.0,CID654825,O=C(NCCc1ccccc1)C(c1cccs1)N(C(=O)c1csnn1)C1CC1
11844,0.0,CID654826,Cc1ccc(NC2=NCC(=O)N2Cc2ccc3c(c2)OCO3)cc1
11845,0.0,CID3238695,CCc1ccc(CN2C(=O)CCC2(C)C(=O)NC2CCCC2)cc1
11846,0.0,CID3238694,COc1ccc2cc3cc(C(=O)NCCN4CCN(c5ccccc5F)CC4)oc3nc2c1
11847,0.0,CID655193,COc1ccc(N(CC(=O)NC2CCCC2)C(=O)Cn2nnc(-c3ccc(C)cc3)n2)cc1OC
11848,0.0,CID655192,CCCN1CCN(c2ncnc3c2nnn3Cc2ccccc2)CC1
11849,0.0,CID655196,CCOc1ccccc1-n1c(SCC(=O)Nc2nccs2)nnc1-c1ccoc1C
11853,0.0,CID4530637,Cc1cc(NC(=O)CSc2nc3c(c(=O)n2-c2ccccc2)SC(C)C3)no1
11854,0.0,CID4530632,CC1Cc2nc(SCC(=O)NCc3ccco3)n(-c3ccccc3)c(=O)c2S1
11855,0.0,CID882248,COC(=O)c1ccc(-n2nnnc2SCc2nn[nH]n2)cc1
11856,0.0,CID666825,O=c1nccc(NCc2ccco2)[nH]1
11857,0.0,CID662912,CC(C)OC(=O)CSc1nnc(-c2ccccn2)n1C
11858,0.0,CID121034,CC(C)CCn1cnc2c1c(=O)n(C)c(=O)n2C
11859,0.0,CID967787,Cc1cccc(NC(=O)CN2C(=O)COc3ccc(Cl)cc32)c1
11860,0.0,CID647068,COC(=O)CCC(=O)Nc1ccc(Cl)c(Cl)c1
11861,0.0,CID647069,CCOc1ccc(OCC)c(S(=O)(=O)N2CCCCC2)c1
11862,0.0,CID1251288,Cc1cc(NC(=O)c2cnn3cccnc23)no1
11863,0.0,CID1252532,Cc1ccc(CNc2cc(-c3nn4c(C)nnc4s3)ccc2C)s1
11864,0.0,CID1092731,COc1ccc(CCCc2nnc(SCC(=O)Nc3nccs3)n2C)cc1C
11865,0.0,CID1255621,CSc1nc2nc(-c3ccccc3)cc(C(F)(F)F)n2n1
11866,0.0,CID646338,Cc1nc(Nc2ccc3c(c2)OCCO3)c2nnn(Cc3ccccc3Cl)c2n1
11868,0.0,CID2868302,CS(=O)(=O)C1=C(O)C(=O)N(c2ccccc2)C1c1ccccc1
11870,0.0,CID3244556,N#CCSc1nc2ccccc2c(=O)n1CCC(=O)NC1CCCCC1
11871,0.0,CID3242254,CCOC(=O)c1[nH]c(C)c(C(=O)Nc2cccc(Cl)c2C)c1C
11872,0.0,CID3242256,O=C(NC1CCCCC1)C1CCCN1S(=O)(=O)c1cccc2nsnc12
11873,0.0,CID656035,COCCCn1c(SCC(=O)NC(C)(C)C)nnc1-c1ccccc1
11874,0.0,CID784995,Cc1cc(=O)nc(SCC(=O)c2ccc(C)c(C)c2)[nH]1
11875,0.0,CID2348690,O=C(Nc1ccc2c(c1)OCO2)c1c(Cl)nc2sccn12
11876,0.0,CID3245039,CCOc1ccc(NC(=O)c2nnn(CC(=O)Nc3ccccc3OCC)c2N)cc1
11877,0.0,CID3245030,COc1cccc(CNn2c(-c3cccc(C)c3)nc3ccccc3c2=O)c1O
11878,0.0,CID2899073,Cc1ccc(C(=O)NCCNC(=O)CN2CCOCC2)cc1
11879,0.0,CID2540894,COCCn1c(C)cc(C(=O)COC(=O)c2n[nH]c3ccccc23)c1C
11880,0.0,CID662807,CC(C)(C)OC(=O)NCCc1nnc(SCC(N)=O)o1
11881,0.0,CID662806,COc1ccc(C)cc1NC(=O)CSc1nnc(-c2ccco2)n1Cc1ccco1
11882,0.0,CID662801,COc1nc(NC(C)(C)C)nc(Oc2ccc(=O)n(-c3ccccc3)n2)n1
11884,0.0,CID660403,Cc1nnc(SCC(=O)Nn2cnnc2)s1
11885,0.0,CID4557019,Cc1ccc(C)c(-n2c(Cc3cc(=O)[nH]c(=O)[nH]3)nnc2SC(C)C)c1
11887,0.0,CID891769,O=C(Nc1ccccc1C(=O)NCCN1CCOCC1)c1ccco1
11888,0.0,CID2970268,CCOC(=O)c1sc(NC(=O)C2CCCO2)c(C(=O)OC)c1C
11890,0.0,CID2532262,O=C1c2ccccc2C(=O)N1CCSc1nncs1
11891,0.0,CID5136036,O=C1CC(c2ccc(S(=O)(=O)NC3CC3)cc2)CN1
11892,0.0,CID1977789,COc1ccc(-c2nc(C#N)c(NCCCN3CCOCC3)o2)cc1
11893,0.0,CID658104,COC(=O)c1ccc(-c2sc3nc(N4CCOCC4)c4c(c3c2N)CCCC4)o1
11894,0.0,CID659273,CC1CC(Nc2ccccc2)c2ccccc2N1C(=O)c1cccnc1
11895,0.0,CID659270,CCOC(=O)CSc1nc(N)c(C#N)c(-c2ccc(OC)cc2)c1C#N
11897,0.0,CID645317,Cc1nnc(Nc2ccccn2)c2ccccc12
11898,0.0,CID645312,COc1ccc(C(=O)Cn2nnc(-c3ccccc3F)n2)cc1
11900,0.0,CID658667,c1ccc2c(c1)[nH]c1c(N3CCSCC3)ncnc12
11901,0.0,CID2920518,O=C(CN1CCCCC1)NCCNC(=O)CN1CCCCC1
11903,0.0,CID3241012,CCOC(=O)N1CCC(NC(=O)c2cc3sccc3n2CC)CC1
11904,0.0,CID3241011,CCN(CC)CCn1c(=S)[nH]c2ccc(Cl)cc2c1=O
11905,0.0,CID3239075,Cc1nc2nc[nH]n2c(=O)c1NC(=O)c1c(-c2ccccc2Cl)noc1C
11910,0.0,CID2999183,Cn1nnnc1SCC(=O)Nc1cc(C(C)(C)C)nn1-c1ccccc1
11912,0.0,CID747498,CC(=O)c1ccc(NC(=O)Cn2nc(C)cc2C)cc1
11913,0.0,CID756307,CC(C)(C)n1nc2c(c1NC(=O)c1cccs1)CS(=O)C2
11915,0.0,CID664773,CCC1CCCCN1C(=O)NC(CCSC)C(=O)OC
11916,0.0,CID664772,COc1cccc(C(=O)Nc2ncc3c(n2)CC(C)(C)CC3=O)c1
11919,0.0,CID661656,O=C(CSc1nnc(-c2cccnc2)n1-c1ccccc1)Nc1ccccn1
11920,0.0,CID483833,COc1ccccc1C(=O)Nc1cc(Cl)ccc1O
11922,0.0,CID3152491,Cn1c(=O)c2c(nc(SCCCC#N)n2Cc2ccccc2F)n(C)c1=O
11923,0.0,CID2358649,COc1ccccc1OCc1csc(NC(=O)c2ccco2)n1
11924,0.0,CID3241718,O=C(C1CCN(S(=O)(=O)c2cccc3nsnc23)CC1)N1CCN(c2ccccc2F)CC1
11928,0.0,CID654168,COC(=O)CN(C#N)c1nc(OC)nc(N(C)C)n1
11929,0.0,CID654165,CCOc1ccccc1-n1c(SCC(N)=O)nc2ccccc2c1=O
11930,0.0,CID654167,C=C(C)Cn1c(N2CCC(Cc3ccccc3)CC2)nc2c1c(=O)[nH]c(=O)n2C
11931,0.0,CID654160,Cc1cc(C)c(S(=O)(=O)N2CCN(c3nc4c(c(=O)n(C)c(=O)n4C)n3C)CC2)c(C)c1
11932,0.0,CID654163,CCOc1ccccc1NC(=O)C1CCN(c2ccc(S(=O)(=O)N3CCCC3)cc2)CC1
11933,0.0,CID866719,O=C(CSc1nccn1-c1cccc(Cl)c1)NC1CCCC1
11935,0.0,CID653671,COc1nc(Nc2cccc(C)c2)nc(N2CCCCC2)n1
11936,0.0,CID654780,CCCC(=O)Nc1cc(C)c(NC(=O)Cc2ccccc2)cn1
11938,0.0,CID3238715,CC(C)(C)C(=O)Oc1cc(N)n(S(=O)(=O)c2ccc(F)cc2)n1
11940,0.0,CID652785,CCCC(=O)Nc1ccc(NC(=O)c2ccco2)cn1
11942,0.0,CID652780,CCCCC(=O)Nc1ccc(NC(=O)C(C)C)cn1
11943,0.0,CID648428,CC(C)Cn1c(-c2ccc(Cl)cc2)cnc1SCC(=O)N1CCOCC1
11944,0.0,CID648423,CC(C)CC(OC(=O)c1cccs1)C(=O)NCc1ccco1
11945,0.0,CID648422,O=c1[nH]c2cc3c(cc2cc1C(c1nnnn1C1CCCC1)N1CCCc2ccccc21)OCCO3
11948,0.0,CID650320,CCc1nnc(NC(=O)C2CC(=O)N(c3ccc(C)cc3)C2)s1
11950,0.0,CID2540565,O=C(COc1ccc(-n2cnnn2)cc1)N1CCN(c2ccc(F)cc2)CC1
11951,0.0,CID2514986,Cn1cnnc1SCC(=O)c1c[nH]c2ccccc12
11955,0.0,CID3240494,Cc1cccc2nc(Cn3c(=O)n(CCC(=O)NCc4ccco4)c(=O)c4ccccc43)cc(=O)n12
11956,0.0,CID647746,Cc1nnc(SCc2ccc(Cl)cc2)n1CC1CCCO1
11957,0.0,CID3243069,COc1ccccc1CNC(=O)C1CCN(S(=O)(=O)c2c(C)noc2C)CC1
11959,0.0,CID3242250,CN1c2ccccc2C(C)(C)C12CCCC(=O)N2
11960,0.0,CID3242255,O=C(CCCn1c(=S)[nH]c2ccccc2c1=O)N1CCOCC1
11961,0.0,CID656032,CCCC(=O)Nc1cc(C)c(NC(=O)c2ccccn2)cn1
11962,0.0,CID1043210,O=C(CSc1nnc(COc2ccccc2)n1-c1ccccc1)c1cccs1
11964,0.0,CID654576,Cn1c(C(=O)OCC(=O)NCc2ccco2)cc2sccc21
11966,0.0,CID2362535,Cc1ccc(S(=O)(=O)N2CCOCC2)cc1C(=O)OCC(=O)N1CCc2ccccc2C1
11967,0.0,CID657785,CCCCc1nc(N2CCOCC2)c(C#N)c2c1COC(C)(C)C2
11968,0.0,CID657787,C=CCOc1nc2c(c(=O)n(C)c(=O)n2C)n1Cc1ccccc1Cl
11969,0.0,CID661653,O=C1CC(NCc2ccncc2)C(=O)N1c1ccc(Cl)cc1
11970,0.0,CID668938,O=C(NCc1ccccn1)c1cccs1
11972,0.0,CID744884,CCn1c(C)nc2cc(S(=O)(=O)N3CCCC3)ccc21
11973,0.0,CID3242452,CC(C)N1C(=O)CCC1C(=O)N1CCCc2ccccc21
11974,0.0,CID1618256,CCCCC(=O)Nc1ccc(N2CCN(S(C)(=O)=O)CC2)cc1
11975,0.0,CID3242450,CC(C)c1cc(C(=O)N2CCN(C(c3ccccc3)c3ccccc3)CC2)no1
11976,0.0,CID645559,Cc1cccc2cc(C#N)c(NCCCn3ccnc3)nc12
11977,0.0,CID649432,CCOC(=O)CSc1nnc(CNc2ccc(Cl)cc2)n1-c1ccccc1
11978,0.0,CID4176460,O=C(CCn1c(=O)oc2ccccc21)NCc1ccco1
11979,0.0,CID3242457,CN(Cc1ccccc1)C(=O)CCNC(=O)Cn1cnc2ccccc2c1=O
11980,0.0,CID3235773,CC(C)NC(=O)c1cc(-c2ccco2)on1
11981,0.0,CID3235776,Cc1nc2ncnn2c(C)c1CCC(=O)NCCC1=CCCCC1
11982,0.0,CID3235778,COc1ccccc1CNC(=O)Nc1cccs1
11983,0.0,CID5308356,Fc1ccc(C2CC(c3ccccc3)N=C3N=CNN32)cc1
11985,0.0,CID645874,CCOC(=O)CNC(=O)CSc1nnnn1-c1ccc(C)c(C)c1
11986,0.0,CID645870,O=c1nc2n(-c3ccccc3)[nH]c(-c3cccc(F)c3)c-2cc1CNCCN1CCOCC1
11988,0.0,CID655541,O=C(CN(C(=O)CNC(=O)c1ccco1)c1ccc2c(c1)OCO2)NC1CCCCC1
11989,0.0,CID655542,CC(=O)NC1CC2CCCC(C1)N2CC(=O)Nc1ccccc1
11991,0.0,CID700392,COc1ccccc1N(CC(=O)Nc1ccccc1C)S(C)(=O)=O
11993,0.0,CID3241197,CCC(Sc1nc2nnc(C)c-2c(N)n1-c1cccc(Cl)c1C)C(=O)N(CC)CC
11994,0.0,CID3243976,COc1cccc(NC(=O)N2CCC(C(N)=O)(N3CCCCC3)CC2)c1
11995,0.0,CID3243974,Cc1n[nH]c(C)c1CCc1nc2c3ccccc3nc(SCC(N)=O)n2n1
11996,0.0,CID3243972,COc1ccccc1C(=O)N(CN1CCCC1=O)c1cccc(Cl)c1
11997,0.0,CID3244619,COCCN(CCOC)S(=O)(=O)c1ccc(C(=O)Nc2nc(-c3ccncc3)cs2)cc1
11998,0.0,CID652014,CCCC(=O)c1cn(CC(=O)OC)c2ccccc12
11999,0.0,CID652013,COCCn1c(NCc2ccc(C)cc2)nc2c1c(=O)[nH]c(=O)n2C
12001,0.0,CID1933725,CCOc1cc2oc(=O)c3c(c2cc1Cl)CCC3
12002,0.0,CID648743,CCCCn1c(SCC(=O)Nc2nnc(CC)s2)nc2ccccc2c1=O
12003,0.0,CID648744,Cn1c(Cn2cnc3ccccc32)nnc1SCC(=O)CC(=O)Nc1ccccc1
12004,0.0,CID3245156,COc1ccc(-n2nc(C(=O)NCc3ccco3)c3c4ccccc4n(C)c3c2=O)cc1
12005,0.0,CID665304,C=CCn1c(SCc2ccc(C#N)cc2)nnc1-c1cccc(Cl)c1
12006,0.0,CID665306,CCOC(=O)CNC(=O)CSc1nnc(-c2ccccc2OC)n1CC
12007,0.0,CID665300,CNC(=O)Nc1ccccc1C(=O)NCc1ccccc1
12008,0.0,CID665303,O=C1c2sc3nc4ccccc4n3c2C(=O)N1c1ccccc1Cl
12009,0.0,CID3245155,Cc1nc2ncnn2c(C)c1CCC(=O)NCc1ccco1
12010,0.0,CID732372,Cc1onc(-c2ccccc2Cl)c1C(=O)NCc1ccco1
12011,0.0,CID736798,Cn1c(=O)c2c(=O)cc(O)n(-c3ccccc3)c2n(C)c1=O
12012,0.0,CID657993,COc1ccc(-c2c3c([nH]c(=S)c2C#N)CCC3)cc1
12013,0.0,CID389490,O=C1CC(c2ccccc2)Sc2ccccc2N1
12014,0.0,CID658311,Cc1cc(Cn2ccnc2)c(C)cc1Cn1ccnc1
12015,0.0,CID646587,CCC(C)(C)NC(=O)CN(C(=O)CCC(=O)Nc1cc(C)ccn1)c1ccc2c(c1)OCO2
12016,0.0,CID646583,Cc1cccc(NC(=O)c2c(O)n3c4c(cccc4c2=O)CCC3)n1
12017,0.0,CID646588,CCOc1ccc(N(CC(=O)NC(C)(C)C)C(=O)c2ccco2)cc1
12021,0.0,CID1255215,CCn1c(SCC(=O)c2c[nH]c3ccccc23)nnc1-c1cccs1
12022,0.0,CID1521418,COC(=O)c1nnn(-c2nc(N3CCCCC3)nc(N3CCCCC3)n2)c1C
12023,0.0,CID654083,COc1ccc(OCCSc2nnc(-c3ccccc3)n2N)cc1
12024,0.0,CID652865,COc1ccc(-c2ccc(-c3nnc(-c4ccncc4)o3)cc2)cc1
12025,0.0,CID5770360,O=C(O)CSC1=NN/C(=C2/C=CC=CC2=O)N1Cc1ccccc1
12026,0.0,CID3156106,COc1ccccc1-c1c(C)nn2c(C)cc(C)nc12
12028,0.0,CID653736,Cn1c(NC(=O)c2cccnc2)nc2ccccc21
12029,0.0,CID2232829,CCCN1C(=O)c2ccc(C(=O)NC3=NCCS3)cc2C1=O
12030,0.0,CID625599,Cc1cc(C)n(-c2nc3c(c(=O)n(C)c(=O)n3C)n2C)n1
12031,0.0,CID5310755,O=C1C(=O)N(CCCn2ccnc2)C(c2cccnc2)/C1=C(/O)c1ccccc1
12032,0.0,CID5310751,Cc1ccc(C)c(/C(O)=C2\C(=O)C(=O)N(CCCN3CCOCC3)C2c2cccnc2)c1
12034,0.0,CID1051582,COc1cc(NS(=O)(=O)c2ccc(NC(=O)NC3CCCCC3)cc2)nc(OC)n1
12035,0.0,CID2524581,COc1ccc(-n2cnnc2SCCC#N)cc1
12037,0.0,CID661321,Cn1c(CNc2ccccn2)c(C#N)c2ccccc21
12038,0.0,CID2186107,COc1cccc(C(=O)/C=C/Nc2cc(C)ccc2O)c1
12039,0.0,CID693917,c1ccc(-c2csc3ncn4nnnc4c23)cc1
12040,0.0,CID744570,O=C(c1cn(-c2ccccc2)nc1-c1ccccc1)N1CCOCC1
12041,0.0,CID718473,Cc1nc(N2CCCCC2)c2sc(=S)n(C)c2n1
12042,0.0,CID886632,Clc1ccc(-c2noc(COc3ccccc3)n2)cc1
12043,0.0,CID645299,COc1ccc(NC(=O)CSc2nc(-c3ccncc3)nn2CC(=O)N2CCCC2)cc1
12045,0.0,CID6821,Cc1cccc(NC(=O)c2ccccc2C(=O)O)c1
12046,0.0,CID5309010,CCN1CCN(C(=O)Cn2ncc3c2-c2ccccc2OC3)CC1
12047,0.0,CID1094264,O=C(CSc1nc2ccccc2o1)N1CCN(c2ccccc2)CC1
12048,0.0,CID1996165,COC(=O)c1cc(NC(=O)CSc2nc(=O)cc(C)[nH]2)cc(C(=O)OC)c1
12049,0.0,CID1528719,CCOC(=O)Cc1csc(Nc2c(C)n(C)n(-c3ccccc3)c2=O)n1
12050,0.0,CID1245352,O=C(Nc1nnc(C(F)(F)F)s1)c1cccnc1
12051,0.0,CID2982516,CCOC(=O)c1ccc(N2C(=O)CC(N3CC(C)OC(C)C3)C2=O)cc1
12052,0.0,CID2770922,Nc1ccc(S(=O)(=O)N2CCCCC2c2cccnc2)cc1
12053,0.0,CID3243970,C=CCNc1nc(-c2ccccc2)nc(-n2ccnc2)n1
12054,0.0,CID1582701,Cc1cccc(-n2ncc3c(NCCCO)ncnc32)c1
12055,0.0,CID2239011,Cc1cccc(OCc2nnc(SCc3nc(=O)c4ccccc4[nH]3)o2)c1
12056,0.0,CID3240130,COc1ccc(NC(=O)C(c2ccc(OC)cc2)N(C)C(=O)CNC(C)=O)cc1
12057,0.0,CID3240135,CCOc1ccc(S(=O)(=O)N2CCN(Cc3ccccc3)CC2)c2cccnc12
12058,0.0,CID3241220,O=C(Cn1cnc2c(oc3ccccc32)c1=O)NCC1CCCO1
12059,0.0,CID3241223,CCOC(=O)N1CCN(C(=O)Cn2nc(C)c3sc4ccccc4c3c2=O)CC1
12060,0.0,CID3237288,Cc1c(C(=O)NCc2ccccn2)sc2nc(-c3ccc(F)cc3)cn12
12061,0.0,CID3241426,COc1cccc(/C=N/n2cncn2)c1OCC#N
12063,0.0,CID2789683,CCOC(=O)C(Sc1ncn[nH]1)c1ccccc1
12064,0.0,CID970621,COc1ccc(NC(=O)NCc2cccnc2)cc1OC
12065,0.0,CID4905527,Cc1cccc(Cn2c(CN3CCN(Cc4ccccc4)CC3)nc3c2c(=O)[nH]c(=O)n3C)c1
12067,0.0,CID3242191,CCN(CCNC(=O)C1CCN(S(=O)(=O)CC)CC1)c1ccccc1
12068,0.0,CID1043390,CC(C)OC(=O)c1nnn(-c2nonc2N)c1CN1CCc2ccccc2C1
12069,0.0,CID660809,CC(C)(C)c1cc(-c2ccco2)c(C#N)c(SCC#N)n1
12070,0.0,CID660800,COc1ccc(Nc2nc(Nc3ccc(OC)cc3)nc(-n3[nH]c(=O)c(C)c3C)n2)cc1
12071,0.0,CID660802,CC(NC(=O)c1ccccc1)c1nc2ccccc2n1Cc1ccc(C#N)cc1
12072,0.0,CID645888,COc1ccc(N2CCN(CC(=O)Nc3ccc(-n4cnnn4)cc3)CC2)cc1
12074,0.0,CID2225766,Cc1c(Cl)cccc1NC(=O)CSCc1cc(=O)[nH][nH]1
12077,0.0,CID2998180,COc1ccccc1C1NC(=O)NC(C)=C1C(C)=O
12079,0.0,CID654539,Fc1ccc(Cn2nnnc2C(c2cccs2)N2CCCCCC2)cc1
